Size,Bedrooms,Location_Score,Price
4249,3,3,323340
1918,4,1,186758
4499,1,2,287510
2317,3,6,259525
4923,5,5,359278
3198,3,3,245556
3431,5,9,329264
2661,5,8,259617
4884,5,3,355390
1307,2,2,153151
2359,4,8,261072
2969,3,5,274043
3793,4,9,325783
1891,1,1,169841
1374,3,10,238580
4079,4,3,293589
3033,4,5,277861
2364,1,2,179976
1128,5,3,177976
2014,3,4,213605
2799,3,4,250404
3716,1,9,323864
4423,5,1,317777
2381,3,9,292105
1516,3,9,254903
2518,3,6,242720
1085,5,1,151528
2198,1,6,245831
4873,3,8,385004
4264,4,5,354281
3358,5,5,295282
2142,2,1,161820
4289,1,1,268800
3474,4,8,302048
2993,3,5,264066
4485,2,8,361847
3161,1,10,315875
4216,5,2,326225
4609,2,4,330203
4719,2,10,391943
1302,4,9,222107
3791,1,3,246749
4952,4,6,387851
1587,4,7,217088
1986,3,3,195504
2863,5,1,225138
1344,2,2,149110
1813,1,10,225973
2987,5,7,294333
3848,5,7,328339
4072,1,1,269123
4218,5,10,370675
2310,3,7,257678
2999,5,10,325271
2677,3,6,239417
4124,2,6,340395
2327,2,7,238634
2092,4,7,239220
3408,3,1,257373
4673,2,10,409750
4291,5,5,332561
2009,1,8,237122
1703,1,8,230379
1574,3,3,192648
2608,4,3,231730
4232,5,7,363676
4752,3,4,328890
2112,1,6,197915
1687,3,9,247673
3828,5,10,354296
3632,2,2,247734
4828,5,2,346021
3636,2,6,299588
4230,2,3,304913
1488,2,1,125151
4018,3,2,272233
2347,1,7,266809
4681,3,4,329179
4452,1,2,294550
4173,5,8,367210
1493,4,4,168600
2667,5,4,268641
2637,3,2,216962
1018,3,1,122353
4525,1,1,307271
4553,3,3,336326
4665,2,6,382754
3444,3,7,300644
2000,1,9,277899
4350,1,5,332192
1850,2,9,267856
2388,1,8,269187
2354,4,1,188070
4712,5,3,328094
2367,3,8,236288
1821,4,9,220891
1454,3,4,168516
2624,4,6,280205
3772,3,4,286128
4726,2,9,376153
4136,1,2,292294
4147,1,6,309427
1710,2,3,203108
3190,4,10,325574
1916,5,4,224760
4986,4,2,336298
3875,1,8,329118
3652,5,10,374506
2496,3,8,273240
2440,5,1,229406
1304,4,10,223450
1735,2,6,187264
4568,3,1,277160
3338,4,6,315724
2963,3,7,296673
3149,5,2,248465
3009,1,9,299931
4338,4,8,382941
3914,2,9,342846
4015,5,10,349349
4693,4,4,318440
4021,2,4,284630
3889,4,8,345983
1961,5,1,168925
3989,4,8,364952
4848,3,7,358296
2026,5,7,235898
3132,4,9,289279
4865,1,10,391572
3375,4,7,308856
3863,3,2,294316
2473,2,1,195449
3501,2,1,256163
2947,2,7,292426
3676,1,5,294684
4292,3,4,306150
2177,5,5,239919
1664,2,10,265517
1011,3,10,210825
2156,4,6,246119
1303,1,10,228082
4364,3,6,337665
4022,3,1,290159
4371,5,2,307779
2763,3,3,239945
3830,5,4,302909
1042,1,6,167754
1943,1,9,256153
3390,4,2,230295
2349,5,8,281704
4885,5,9,419857
3545,2,2,248626
3411,2,9,320079
1890,4,7,219856
3474,1,9,306714
2004,2,6,224264
1020,3,2,175377
1406,1,8,215259
3666,3,10,335575
2014,5,9,277336
1335,1,8,210463
2838,4,2,205997
4188,5,8,359661
2147,5,3,210211
3446,3,3,269071
3840,5,9,356527
2827,2,9,293566
1714,1,9,216672
1050,2,4,147623
4854,3,7,373713
1323,3,8,228549
1788,1,5,183937
1140,5,1,138332
1469,4,9,228109
1786,3,6,238110
2825,1,3,236227
2357,4,3,203844
2916,5,10,326761
1963,3,1,157975
4055,1,8,341658
1372,1,2,164090
4635,1,1,267405
3541,3,7,296926
4610,4,9,392837
2692,1,6,243659
3798,5,8,348109
2179,1,8,242700
3338,4,9,301688
2671,3,7,277879
4215,1,9,335727
1105,1,9,203332
2443,5,1,200332
3717,5,6,356866
2681,1,8,267236
1001,1,10,210314
3636,5,9,355109
3691,4,4,299614
3137,2,2,236449
4416,2,9,355941
1349,1,9,210772
4530,5,8,353511
2286,3,3,216613
4422,3,5,379907
4179,2,2,291600
4657,4,3,337942
2062,2,1,149821
3956,1,4,280560
3206,4,5,293722
4654,3,2,295990
4006,5,3,294380
3359,5,6,311468
4312,1,6,342736
1444,2,7,200564
3345,1,9,314090
1951,5,4,214355
1035,3,5,148249
2107,5,2,199249
2475,4,6,257378
4957,5,4,361523
2798,5,5,236016
2845,4,7,305284
2408,2,6,223999
2195,5,8,265831
2399,1,6,239776
2708,5,10,303577
2385,1,8,257917
3606,4,4,278670
3938,5,7,374106
3188,4,3,255492
3934,4,1,290185
4989,2,9,383060
4189,5,9,385269
2300,1,6,219241
3773,1,2,242752
2243,5,8,251173
4976,2,10,396081
4097,2,6,326521
1520,2,7,249136
2806,1,1,246335
1009,4,3,145622
1983,2,1,183541
3425,1,10,307443
2656,1,1,166239
2660,4,1,213458
3729,5,4,309644
3631,5,7,338298
3199,2,7,306145
1719,2,5,190993
2072,4,6,234680
4225,2,2,303568
1858,4,5,230802
2316,1,7,227192
2603,2,9,283310
1049,1,6,177193
3711,3,10,352763
3578,4,4,279569
4683,3,3,329196
4131,2,9,364495
4238,1,7,325490
4273,2,6,315691
3904,3,7,361093
1145,2,8,200062
1914,5,5,234775
4747,3,3,335492
4040,2,3,307754
2462,1,2,199287
3289,2,8,313256
1580,1,1,127357
3734,5,8,315223
2584,2,3,212052
1482,5,9,217713
4179,3,2,262195
2249,1,10,271976
1672,3,9,212059
1630,1,6,210742
3708,5,1,292017
1661,4,5,181405
4503,2,10,389479
3852,5,9,385469
4726,1,6,344220
3466,1,7,307462
1987,1,4,230243
4526,1,1,266142
4231,2,5,306260
2546,3,2,220761
1649,4,8,265036
1968,2,4,187731
3637,1,1,283385
2100,2,10,266979
3556,5,7,293291
1440,1,2,170857
4325,4,3,309295
1920,1,9,247727
1769,4,9,223562
2343,4,2,195851
2826,3,3,213846
1262,3,9,194055
4668,2,1,304870
4729,2,2,324951
4906,4,2,327098
2577,1,10,262292
4445,5,3,308108
3684,5,10,364774
4238,1,3,298560
4824,1,10,402021
3506,3,2,283676
1998,5,8,263530
4351,4,8,373685
1699,2,8,260480
3349,3,2,248328
4602,5,9,430855
2603,1,7,276508
2241,5,5,232581
2125,4,7,258322
3601,3,8,321821
3335,1,9,290204
2190,4,2,199379
3668,2,6,281393
2005,3,9,258744
1035,4,6,193757
1743,4,2,173896
2764,1,1,206664
1352,2,3,160815
4747,4,5,370015
2922,3,7,282442
1072,4,10,218879
3695,5,10,371734
2376,3,3,216178
2914,3,9,268666
2093,4,10,269395
3472,1,4,260842
4046,3,10,369511
1707,5,2,180949
2804,1,3,195944
3608,1,5,263024
3875,1,3,264457
4713,3,5,351616
1955,1,4,208857
3564,4,10,324145
3475,1,3,248668
4610,5,6,364772
1159,2,8,183979
3196,5,4,276110
3823,3,9,355754
4301,1,6,318697
2735,1,5,246663
2585,4,3,227532
1066,1,5,141063
4061,5,5,325936
4883,3,4,355999
3428,2,6,312606
1057,1,3,162513
4330,2,10,367984
1341,1,1,122630
4909,3,7,381055
2153,5,7,244509
3774,3,4,311895
2195,2,9,261260
3817,1,2,266678
3661,2,1,262699
2232,5,3,218997
4874,3,7,383278
3401,2,9,323997
2494,2,2,202530
2821,5,6,262513
1115,1,3,167135
4335,2,5,313163
1661,5,9,272863
4883,1,3,334271
2465,1,1,179226
4619,3,5,354272
3500,5,1,271788
2868,1,8,304173
4548,3,7,342665
3334,4,2,254599
4374,5,9,404358
2016,4,5,231998
1310,1,7,197790
1207,5,4,197527
3665,3,1,255550
3493,1,8,273679
3717,5,1,265352
1632,5,3,216776
3102,4,6,289577
3959,1,8,320313
4083,3,8,369161
1656,3,2,180472
2423,1,9,268355
2931,1,4,250326
4719,2,4,320691
4027,4,2,285918
3562,1,1,242126
2679,1,10,305437
4613,2,7,352418
1236,2,10,221413
4350,5,3,344114
1347,3,4,210214
3674,4,9,330640
4175,5,6,345849
1629,1,1,123830
2540,2,9,276782
3003,3,9,300798
4943,5,5,390915
2271,3,8,240956
1363,2,7,178500
3368,5,8,346214
4704,5,9,390703
1285,3,2,152211
1148,2,10,221825
2107,1,5,198540
3453,5,8,315856
4025,1,3,303153
1455,2,6,202906
2766,5,6,273064
1799,5,7,232898
2184,1,3,198949
2012,4,8,256332
3831,1,8,345467
3507,1,9,320037
4621,4,8,387694
2523,2,3,226922
3785,2,6,320286
3556,5,9,364545
4725,3,1,311061
4875,3,3,330261
1480,5,2,163630
2686,3,8,288912
3161,1,6,271428
3796,1,10,379101
2601,4,8,280238
3408,4,2,246075
1340,5,6,206840
3817,5,7,358932
3010,5,8,293263
3808,1,9,322730
4016,3,5,312997
3496,5,3,270111
2866,5,2,218046
1834,1,8,203587
2203,1,1,178636
2725,1,10,301975
4478,3,6,338382
2689,5,2,228392
4267,2,3,306124
4537,2,8,350271
1310,5,1,163382
1261,5,6,201228
2442,5,3,234967
1405,5,6,215449
3190,3,3,290886
1341,2,8,191681
2339,4,5,223558
4172,2,4,333843
1243,2,9,221933
1489,1,5,180485
1011,5,4,158378
4310,5,8,367021
1560,5,8,229812
1041,1,8,164625
3725,3,4,305847
1593,3,1,124490
2452,4,2,199864
2826,3,4,239823
4229,3,10,408602
4287,5,2,307838
2693,2,10,299396
4533,3,3,308487
1133,3,9,224680
4138,1,9,396178
4919,4,9,413322
4078,1,7,323867
1947,5,4,181873
4597,2,1,310255
1072,4,3,138810
1398,1,8,193563
2428,3,4,240375
4746,3,10,395195
3625,4,10,349837
3906,3,2,291546
1129,1,8,180859
3978,1,7,304565
4537,3,10,398814
4277,3,9,380165
2811,5,2,226886
3001,2,5,250643
4839,4,6,355448
1265,1,2,148952
2560,4,2,246783
2985,5,10,338223
1792,1,4,183232
3300,5,8,330746
3869,5,5,305972
2312,3,9,276126
1163,4,4,151870
1094,4,3,152867
2805,3,10,321385
3880,4,8,356180
2133,3,1,190177
3383,1,9,320394
1821,5,4,195008
1237,5,9,228987
3428,4,8,333149
4507,2,3,311702
3946,5,3,299231
3530,3,9,324446
2960,2,3,233725
3949,2,4,285850
2048,5,9,267761
2676,5,4,243995
4188,5,3,292286
3529,3,7,350464
4463,2,6,327588
3964,4,1,276179
4041,3,10,367967
1963,1,8,225126
1536,5,1,160454
4150,2,4,295221
2603,3,6,266057
4244,1,6,326866
2979,3,7,294725
4083,3,5,341198
4871,4,5,359331
1127,4,4,177951
4679,3,6,381995
1091,1,7,177697
4724,2,10,406566
1542,2,10,230120
1845,5,1,195208
4603,5,9,387653
2681,2,8,284595
4036,3,7,351726
2851,3,9,279865
3494,4,3,264699
1389,4,10,228842
3719,5,4,317148
2884,2,7,256569
1042,3,6,181985
1253,2,2,153547
4201,1,2,287590
2083,2,10,283270
3710,1,7,281631
3514,4,9,344818
3334,4,9,323973
4058,5,7,325323
2540,2,8,250783
4538,2,10,410376
2953,1,3,242133
3825,4,1,283278
3392,1,7,308984
1641,4,8,211697
3429,1,2,250135
4850,4,9,418976
1689,1,4,173410
2276,4,10,304236
2950,1,9,283310
2079,2,3,195821
2486,5,8,285263
1456,1,2,159118
1982,5,3,199783
3130,2,1,241681
4976,2,5,365220
2122,4,4,191518
1148,5,1,169948
2352,3,10,268232
2179,4,9,297735
1189,5,6,192084
4565,1,6,338091
1882,1,2,175088
3310,2,7,285020
4151,3,9,334261
1399,1,6,183310
3811,5,8,351175
1608,5,5,228466
4331,1,2,273679
2795,5,4,263453
2638,5,1,215341
2575,2,1,199245
3832,3,6,331180
3148,2,2,229728
2382,3,6,246612
2403,5,1,221499
1819,3,10,271394
4292,5,3,301295
1819,5,9,246755
1419,2,2,148794
1123,2,8,208359
1421,4,6,197281
4302,1,6,331341
4761,4,7,396804
4134,4,5,321620
2508,3,4,252497
4699,5,6,345868
4774,5,8,387808
2597,5,4,224372
1767,1,5,195100
3044,3,7,298464
3530,3,6,299081
3566,5,4,286183
3202,4,4,249705
3139,1,10,337170
4029,4,4,311113
2549,2,1,190667
3502,3,5,313537
2764,3,8,277919
3044,4,7,278544
3645,1,5,276595
4716,3,3,317941
1509,4,1,139459
2206,1,7,224898
1385,4,3,205474
2597,1,4,207602
4802,5,5,342717
3452,1,8,311770
3293,2,7,293510
1741,5,9,261950
4662,4,3,324788
3708,5,10,347372
3697,5,1,294955
4542,4,1,282924
4897,4,10,420258
2911,2,1,225904
2446,4,2,224625
1900,3,2,175449
3112,3,7,271876
4084,2,9,376692
3260,1,8,291316
3009,1,4,268399
1241,3,2,152571
3540,4,3,269741
4284,2,10,380101
4764,1,5,360462
3385,1,9,315481
3020,5,8,294936
1172,3,3,126786
1671,4,9,237186
1163,2,10,230264
1464,1,3,143044
4042,5,10,387317
1496,3,8,220222
1699,3,1,171132
3442,2,4,237011
1702,1,4,158794
2940,2,6,260061
3355,2,2,275744
2791,5,7,273235
1182,3,5,172198
1628,4,10,283660
4865,3,6,374679
3557,3,6,315744
2731,5,6,261915
1545,4,10,264934
2587,1,8,284320
1623,4,10,258673
4835,1,4,335460
1593,4,10,258041
1743,2,8,202764
4298,4,9,391229
2768,5,4,240663
4804,1,1,301021
2459,3,3,237713
2948,5,1,248863
4493,1,7,325333
3601,1,1,230840
3068,3,4,268001
3601,2,1,223958
3444,5,2,288490
3672,3,1,260368
1104,3,5,191393
3239,2,7,280776
1016,5,3,145957
4191,3,8,370062
1392,2,5,175154
1424,5,5,177586
3176,4,5,287222
4201,1,8,321164
1571,2,2,180182
4631,1,2,309313
3076,4,8,290455
2120,3,9,278177
4081,3,10,386491
1241,5,10,237105
4897,2,2,358981
3279,2,4,297735
1788,5,8,249250
4355,1,2,308731
1714,3,4,210332
1758,3,10,235876
3849,2,1,266750
1775,2,2,158522
3773,5,7,321306
3247,4,1,244174
3992,1,1,267551
1078,4,2,119719
4984,4,4,364355
4003,2,7,326385
4926,2,4,367268
1855,2,5,220190
4244,4,4,309359
3514,1,4,290390
3628,2,9,339439
2439,3,6,243675
3987,1,3,276667
3496,3,6,282585
3134,1,7,263430
3148,2,7,259993
2031,5,8,256863
1844,2,4,161299
4271,4,1,280552
4576,4,6,368652
1086,1,8,211698
3090,4,5,257273
4456,2,3,321944
4692,3,4,334954
4506,2,8,357556
1407,1,6,187670
4554,4,5,337877
3711,3,9,339287
4088,5,10,380464
2668,3,3,245808
1147,3,7,213012
3324,2,9,307221
1231,5,4,172500
4897,1,10,411913
2950,1,10,299785
1365,3,3,173964
4299,3,1,303482
2674,4,9,308987
1435,5,1,158066
1398,3,2,137447
2234,4,9,269181
2414,5,5,238090
3546,1,4,283957
3587,4,9,362232
1562,5,9,266404
4562,4,2,331382
3489,3,3,255428
2284,2,3,225247
1772,1,5,199997
3397,3,3,252478
3037,3,10,329778
4423,5,6,352834
3567,4,2,239106
2343,1,6,217445
3185,3,6,283270
2573,5,2,222078
4694,1,6,333725
1991,4,6,240816
3415,3,6,303546
4291,3,5,308013
4408,3,7,394900
2246,1,5,199081
4719,1,1,294083
4839,1,9,392581
1359,1,3,146131
1920,5,2,212814
3376,2,10,326170
4009,5,6,321624
3510,3,8,329717
3993,5,2,251158
1962,4,4,216107
4632,1,2,325948
2827,4,9,266749
4453,4,10,386589
3883,3,2,254457
2613,1,10,285846
2640,4,2,255652
3216,3,5,279239
1216,1,5,162521
1377,2,7,156484
1118,3,1,114308
1189,5,2,152454
3814,1,6,307097
1369,4,2,163596
2801,4,4,261571
3196,5,10,321214
4747,5,6,372951
1651,4,7,215105
2882,1,10,285024
2511,3,5,227472
1769,5,8,251563
3421,5,6,267586
1780,5,5,186173
2716,2,4,283307
3207,1,6,265382
3398,1,6,306932
4983,1,6,363180
2311,1,1,172126
4359,1,6,342807
3939,4,1,278158
2249,5,5,234763
1522,4,7,215440
1521,2,1,151960
1782,3,1,153776
3320,5,6,293772
1935,2,7,212086
4473,4,6,335538
3230,3,5,304251
2688,2,6,240806
1487,3,3,184328
2850,2,9,287162
1845,4,5,220357
3171,3,2,243521
4032,2,10,334730
4697,4,10,405284
3837,5,7,345935
3461,4,3,258725
3003,4,1,264975
2748,5,3,254582
4243,4,9,384464
4359,5,5,356857
4506,5,7,335289
1685,5,3,199822
3160,2,4,292141
3935,3,1,283141
4988,2,3,335458
3169,5,7,286720
2567,3,4,215172
2245,3,2,177270
4702,5,5,354093
1038,3,5,150877
3544,3,2,259920
1779,2,6,212009
2256,3,10,252002
3990,5,4,303023
4601,1,1,286364
3196,1,3,235691
4468,1,9,368668
4069,5,10,380321
3708,1,7,304035
4709,2,6,345363
2927,5,1,231040
1301,5,9,251684
4431,5,9,364718
3285,3,1,256225
1646,3,6,182795
1662,3,7,223527
3283,4,2,269894
2759,2,10,278097
3250,5,8,322761
1255,5,8,202056
1597,3,6,222404
1661,5,9,224048
1234,5,3,153312
2368,1,2,195370
3581,5,2,284722
3907,4,6,326740
4868,3,7,385827
4852,2,6,354361
4537,2,3,300483
1769,1,5,215419
3588,2,8,326881
1212,2,6,173283
1462,3,2,133293
3483,3,7,327497
1282,4,8,233065
4633,1,4,323388
4678,2,1,293990
2486,4,2,210410
2430,1,4,213338
1087,2,7,195893
2067,2,2,166282
1460,3,6,189245
3325,5,2,258494
4754,1,7,366575
3468,2,2,266395
2724,1,3,225864
2376,4,9,305081
3743,4,4,282276
1514,5,5,222624
1702,2,9,220791
2653,3,7,261720
3066,2,8,299108
1022,1,3,153768
3460,4,4,277095
2053,1,7,233537
2830,5,4,251765
3155,4,2,213316
4438,3,10,386323
2304,4,6,226577
4199,2,9,379022
4300,2,2,314176
2134,4,1,174160
3183,5,8,299304
1361,2,1,128615
4257,2,1,290835
4727,3,3,339395
4655,4,5,403870
3176,2,9,304169
2899,5,10,321320
2284,1,2,218175
1514,4,1,159995
1448,3,1,131078
2923,2,8,291279
4175,5,10,394322
2506,4,10,290174
2247,5,10,299279
2855,5,2,248344
1873,3,9,241773
4937,4,9,430125
4562,2,2,296346
3520,3,3,277559
4081,2,2,275018
2428,1,6,211006
4967,5,7,398725
3349,1,6,311389
3278,5,3,268092
2754,3,3,210298
1922,2,2,179430
4137,2,2,274569
3984,3,5,330006
3159,4,8,304520
2036,1,6,190211
2416,1,9,273427
3547,2,5,290483
3979,2,10,354451
3645,2,4,266667
3281,3,9,345887
3649,4,10,345671
1313,1,5,184106
3613,5,1,258701
4083,3,5,329362
3256,1,5,268601
2997,4,5,270270
2037,3,2,174452
2656,1,6,255722
4489,3,5,360526
4508,1,2,284884
4448,1,10,364915
4091,4,8,398718
3634,5,6,301675
4983,4,10,410831
2778,1,3,244655
4806,3,9,416507
2014,4,4,174278
2093,5,3,221131
4895,1,7,366824
4282,4,8,361859
2124,4,7,263676
1697,4,1,159627
3179,4,1,231270
4694,3,5,344877
2404,5,8,269963
2155,5,10,287960
2043,1,3,206999
2929,2,8,292863
3583,3,3,273957
2013,1,4,203845
1226,1,10,228002
4225,4,7,359920
2828,2,3,221390
4813,2,4,347019
2492,3,8,237806
1821,2,4,214058
3023,1,9,319116
1870,2,4,206841
3452,2,4,291289
3249,5,5,286337
3085,1,1,207992
3989,2,7,310641
2795,2,9,304872
1187,4,9,208090
2080,2,1,168393
1940,2,6,220362
4091,5,3,308987
3320,1,4,264971
4190,3,8,327378
3630,1,4,272997
3563,4,8,340512
4292,1,4,303122
1525,2,9,213317
4586,4,6,373621
4799,1,1,298586
4812,4,10,413367
1335,3,2,148593
3745,1,7,312243
2078,2,10,286844
3547,4,7,325929
3947,5,3,284023
4959,4,1,322368
3813,5,8,339460
3583,2,10,342395
1161,3,10,236681
4741,5,7,382527
1593,3,10,244686
2938,4,8,263426
3206,2,1,250160
4259,5,3,315431
1059,4,2,146829
3962,1,1,266944
4888,4,5,352861
4390,3,3,310841
2901,2,10,293393
3258,2,8,323649
1405,4,6,166892
1663,1,10,223850
2132,3,9,256768
2099,4,9,287412
1541,4,6,217667
2337,2,2,172279
1997,3,9,253117
2140,1,2,192819
3974,2,3,322103
1867,4,6,218253
4775,2,2,300983
3066,2,5,268135
1431,5,2,165900
4756,2,4,344749
1739,2,3,187307
2373,3,5,238448
1182,2,6,187022
3160,1,7,307535
2206,4,10,275934
3528,3,8,303033
2169,2,9,263159
1830,1,4,167280
2651,4,4,225726
2136,3,7,229468
3810,1,10,326738
1475,2,10,251278
3810,5,9,356233
2326,5,2,221901
1970,3,6,231153
4896,1,10,396650
2019,4,10,285357
2141,1,8,234811
2836,5,5,264280
1160,3,5,162382
3448,2,8,333404
1197,1,1,123242
2283,5,6,258120
1659,4,10,244228
2775,3,9,306455
2070,2,6,235092
3010,1,7,251117
1398,4,4,179961
2733,2,10,298403
2582,5,1,209604
3125,5,9,342020
3171,4,6,270291
1074,5,3,151975
4942,3,4,339359
3184,4,10,344648
1601,5,6,199620
4471,1,6,311061
1836,5,9,263270
2528,3,4,229312
1499,2,5,200555
2596,2,5,251985
1137,5,3,161212
3097,2,2,213202
2794,5,8,276728
1972,3,10,237002
2642,2,9,280026
4696,1,10,379919
2885,5,9,306539
3301,2,5,277653
4701,3,9,418524
3028,3,4,265113
3757,1,2,263920
4920,3,3,317528
2900,3,1,220393
3610,2,5,303727
3804,5,1,281062
4986,4,1,313582
2449,3,7,251803
1546,3,2,163400
4373,4,8,362528
1921,3,6,211793
1580,2,4,146791
2372,2,9,257077
4903,4,10,418917
2956,3,8,305926
3003,3,10,316292
3096,5,3,275691
3964,3,3,292021
4145,2,4,294084
1703,1,9,223039
3308,1,9,317885
3403,1,5,271128
4653,1,9,368012
2625,3,6,232886
4331,3,8,348152
1637,5,8,230893
3790,3,10,345780
4366,1,7,328681
2009,4,4,233810
3978,4,4,317906
1640,2,6,234882
3839,2,9,317871
4384,3,7,358897
3659,4,5,296430
2861,1,5,248344
3856,1,8,355561
2205,1,6,199157
1685,3,1,150659
2851,3,1,206328
4435,5,9,378199
1187,1,8,162689
4640,1,6,366280
4614,3,1,325576
2619,3,2,224678
2687,5,10,289274
1984,5,3,208364
1547,2,10,250339
3772,4,3,294425
3973,1,2,272909
2431,1,2,217708
1875,5,6,218112
1617,5,7,223317
3461,2,4,282434
2365,4,1,203017
2243,2,6,240549
1902,4,7,243103
1162,1,4,160972
2974,2,6,263227
4291,5,9,369087
1269,2,4,165507
1631,2,10,264217
1905,1,4,189877
4919,5,10,429940
4471,5,5,350236
4253,3,3,338155
3014,3,10,313631
2641,3,2,226092
4800,1,9,374216
1204,2,1,113393
1581,5,5,203946
2579,5,5,271666
1840,2,8,241503
2836,5,6,245503
2251,2,6,243542
2719,1,6,227979
2642,1,4,239699
3643,1,1,255316
4921,2,3,333802
3297,2,10,335758
1874,4,6,219738
2464,5,5,250440
4604,5,10,383626
3243,4,1,238307
1689,4,5,218307
3010,1,2,205532
4590,4,1,321779
4141,2,4,276769
3686,3,6,291456
2422,2,7,246378
3001,4,9,312353
1671,5,5,199959
4831,2,8,372549
4274,5,8,385307
2171,2,9,276380
2495,5,3,223384
4726,2,3,320388
1943,5,9,257844
3246,3,7,330566
4988,1,4,344654
2449,2,1,216015
4737,3,7,382830
3539,1,10,330377
4959,2,6,358239
1895,3,3,201437
3189,3,5,262658
2336,3,3,206002
1164,4,8,218082
3361,5,5,289441
3068,1,10,302475
2105,5,10,275630
4652,5,6,357299
4202,5,2,311841
4670,3,8,379043
2753,5,9,282307
4031,4,3,294237
3352,2,6,282094
2938,3,6,266289
1370,1,2,152486
2880,2,10,293467
1852,2,8,273158
1383,2,5,199933
2931,5,8,322261
3492,5,8,314094
1424,3,3,135741
3208,5,5,280313
4249,5,7,361852
1628,5,5,203970
4779,3,6,356002
1894,3,2,153585
3537,4,8,316767
4064,4,5,319553
3374,4,6,291269
1597,4,1,152334
4062,2,10,351125
3336,2,2,271622
1592,4,4,200226
2687,4,9,308690
4644,1,6,351291
1572,2,8,198573
4425,1,2,307326
3075,1,10,328973
4001,5,5,347460
3090,3,1,238854
2704,2,4,235214
3470,4,10,343471
4669,4,1,321231
1176,3,9,189184
1528,2,2,165978
2633,4,7,264364
1965,4,3,231392
2517,5,2,216342
1197,1,4,157768
3657,4,7,325020
4648,2,7,352017
3889,3,9,356309
1852,5,3,202731
4588,2,7,374742
2537,5,6,272656
3069,1,10,311257
4183,4,7,336868
2080,2,7,222154
4137,3,10,396705
3889,1,5,300757
1097,1,9,230998
4215,5,7,343476
2903,1,7,303057
1434,2,3,147547
1636,5,1,160224
4750,1,5,349132
4157,3,8,367813
1587,2,5,199521
1343,3,10,203453
2317,3,3,202263
2979,5,9,296767
1570,4,2,147780
4721,5,3,340806
1610,2,4,148826
2727,2,10,311348
3290,5,1,260671
2854,4,4,276991
3608,5,4,279400
1959,2,9,233426
3079,4,8,319732
3438,2,2,268816
3324,4,7,326429
1531,4,6,223862
2177,5,7,257137
3430,5,4,279599
2091,5,5,240574
2901,4,6,268422
1883,4,9,255729
3261,2,2,237323
2678,3,9,292899
3423,5,10,364781
3791,2,1,254308
3260,2,4,255479
3126,1,5,259707
2749,5,9,284765
3675,2,6,313711
3651,1,4,279297
1781,5,2,183519
4994,4,5,374629
4452,1,8,335490
4048,4,8,373409
3727,3,6,303555
3105,3,1,224628
4867,3,8,401325
4097,3,4,319018
1880,2,2,203982
1446,3,1,132822
3113,2,7,271585
4992,2,2,311661
2783,5,4,256152
2277,2,4,209791
4970,2,10,398070
2991,3,1,223564
2067,2,2,167867
4168,4,1,311589
2577,3,6,243361
2011,1,3,176982
3274,3,1,202896
1773,2,8,203967
3726,4,4,287479
4507,3,10,385767
2814,4,7,291490
3648,1,10,314965
3426,1,2,253082
2201,5,6,254412
2450,5,6,267654
4986,3,7,399834
3756,5,1,255371
1306,4,1,153418
1778,5,2,210377
3551,4,2,288554
3315,5,5,319129
4657,5,1,321465
1007,5,2,136472
4991,2,6,331593
3555,2,3,249108
1475,5,4,180868
2320,4,1,190823
3211,3,5,263673
1484,1,4,174293
4668,2,8,376322
4143,5,3,312764
3614,1,10,347479
1904,2,1,158155
1558,3,10,259339
4982,4,5,351043
2967,5,1,228796
3285,3,5,284028
2127,2,9,227569
2233,5,5,229091
3601,1,2,265726
3875,4,2,277339
1467,2,10,206010
4525,4,9,372939
4339,5,5,321773
3433,3,8,324093
3822,4,10,362859
1847,1,4,163928
3434,2,2,227130
3924,1,4,280327
1258,4,4,173369
1282,3,9,209021
2649,3,10,302703
2898,1,6,264633
1039,5,10,234934
3533,5,6,290449
3976,3,5,309662
3267,1,6,294481
4200,1,1,264922
2014,1,5,193496
4071,4,6,326225
4591,5,8,376848
1612,5,4,197422
3975,4,5,310027
2915,2,4,215452
1687,4,7,242129
4690,1,10,397096
1612,4,6,212836
3307,1,4,258937
4037,3,6,322009
4013,1,4,283650
3413,5,8,297486
2781,4,3,263461
2810,1,8,275813
3591,2,2,235383
3696,3,6,294407
2547,2,8,271917
2930,2,1,220767
3861,2,6,301837
4958,3,9,386731
4087,3,10,360766
2152,3,10,243658
1574,3,2,156565
4180,2,1,272024
2910,5,2,263399
2012,5,5,218839
4604,3,6,358992
1669,4,1,187424
1268,1,7,172390
4233,4,4,312279
2283,4,9,266058
1923,4,6,201031
2125,5,9,267327
2529,1,1,208900
2758,4,4,260583
2594,3,2,232434
1246,5,6,187792
4711,3,4,323612
4866,3,9,432140
4908,4,3,348621
2560,3,1,178814
3178,1,1,262305
3400,3,9,323650
3243,4,9,277939
4864,3,5,380017
2939,5,2,207294
1929,5,9,265776
4737,5,8,404486
4453,2,10,392870
4069,5,10,401791
3692,5,6,334856
1226,2,7,219149
3748,5,6,321005
4547,4,5,341145
4548,5,4,337200
1264,5,7,228804
2395,2,4,210159
4557,4,10,410561
2457,3,10,274951
1645,1,10,224622
3258,4,9,340664
4643,3,5,353699
4448,4,8,340005
2418,3,6,233092
2473,3,4,190087
3990,4,3,293867
2387,2,6,235248
2899,4,1,217839
